relation_id,category,word1_en,word2_en,word1_zh,word2_zh,word1_es,word2_es,word1_de,word2_de,word1_tr,word2_tr,relation_type,verified,notes
NeurIPS-RA-017,family,father-in-law,mother-in-law,岳父,岳母,suegro,suegra,Schwiegervater,Schwiegermutter,kayınbaba,kaynana,gendered_pair,pending,
NeurIPS-RA-018,family,son-in-law,daughter-in-law,女婿,儿媳,yerno,nuera,Schwiegersohn,Schwiegertochter,damat,gelin,gendered_pair,pending,
NeurIPS-RA-019,family,landlord,landlady,房东,女房东,casero,casera,Hausherr,Hausherrin,ev sahibi,ev sahibesi,gendered_pair,pending,
NeurIPS-RA-020,family,bachelor,spinster,单身汉,老处女,soltero,soltera,Junggeselle,Junggesellin,bekâr,bekâr,gendered_pair,pending,
NeurIPS-RA-021,family,great-grandfather,great-grandmother,曾祖父,曾祖母,bisabuelo,bisabuela,Urgroßvater,Urgroßmutter,büyük büyükbaba,büyük büyükanne,gendered_pair,pending,
NeurIPS-RA-022,family,stepbrother,stepsister,继兄弟,继姐妹,hermanastro,hermanastra,Stiefbruder,Stiefschwester,üvey erkek kardeş,üvey kız kardeş,gendered_pair,pending,
NeurIPS-RA-023,family,brother-in-law,sister-in-law,姐夫,嫂子,cuñado,cuñada,Schwager,Schwägerin,kayınbirader,görümce,gendered_pair,pending,
NeurIPS-RA-024,family,male cousin,female cousin,表兄弟,表姐妹,primo,prima,Cousin,Cousine,erkek kuzen,kız kuzen,gendered_pair,pending,
NeurIPS-RA-025,family,great-grandson,great-granddaughter,曾孙,曾孙女,bisnieto,bisnieta,Urenkel,Urenkelin,büyük torun,büyük torun,gendered_pair,pending,
NeurIPS-RA-026,family,great-uncle,great-aunt,叔公,姨婆,tío abuelo,tía abuela,Großonkel,Großtante,büyük amca,büyük teyze,gendered_pair,pending,
NeurIPS-RA-027,family,great-nephew,great-niece,侄孙,侄孙女,sobrino nieto,sobrina nieta,Großneffe,Großnichte,torun yeğen,torun yeğen,gendered_pair,pending,
NeurIPS-RA-028,family,godfather,godmother,教父,教母,padrino,madrina,Pate,Patin,vaftiz babası,vaftiz annesi,gendered_pair,pending,
NeurIPS-RA-029,family,godson,goddaughter,教子,教女,ahijado,ahijada,Patensohn,Patentochter,vaftiz oğlu,vaftiz kızı,gendered_pair,pending,
NeurIPS-RA-030,family,widower,widow,鳏夫,寡妇,viudo,viuda,Witwer,Witwe,dul erkek,dul kadın,gendered_pair,pending,
NeurIPS-RA-031,family,great-great-grandfather,great-great-grandmother,高祖父,高祖母,tatarabuelo,tatarabuela,Ururgroßvater,Ururgroßmutter,şöbükbaba,şöbükanne,gendered_pair,pending,
NeurIPS-RA-032,family,half-brother,half-sister,同父异母兄弟,同父异母姐妹,medio hermano,media hermana,Halbbruder,Halbschwester,üvey kardeş,üvey kız kardeş,gendered_pair,pending,
NeurIPS-RA-033,family,fiancé,fiancée,未婚夫,未婚妻,prometido,prometida,Verlobter,Verlobte,nişanlı,nişanlı,gendered_pair,pending,
NeurIPS-RA-034,family,stepson,stepdaughter,继子,继女,hijastro,hijastra,Stiefsohn,Stieftochter,üvey oğul,üvey kız,gendered_pair,pending,
NeurIPS-RA-035,family,grandson-in-law,granddaughter-in-law,孙女婿,孙媳妇,nieto político,nieta política,Enkelschwiegersohn,Enkelschwiegertochter,torun damadı,torun gelini,gendered_pair,pending,
NeurIPS-RA-036,family,twin brother,twin sister,双胞胎兄弟,双胞胎姐妹,hermano gemelo,hermana gemela,Zwillingsbruder,Zwillingsschwester,ikiz erkek kardeş,ikiz kız kardeş,gendered_pair,pending,
NeurIPS-RA-037,family,patriarch,matriarch,族长,女族长,patriarca,matriarca,Patriarch,Matriarchin,ata,ana,gendered_pair,pending,
NeurIPS-RA-038,family,host,hostess,男主人,女主人,anfitrión,anfitriona,Gastgeber,Gastgeberin,ev sahibi,ev sahibesi,gendered_pair,pending,
NeurIPS-RA-039,family,waiter,waitress,男服务员,女服务员,camarero,camarera,Kellner,Kellnerin,garson,garson,gendered_pair,pending,
NeurIPS-RA-040,family,actor,actress,男演员,女演员,actor,actriz,Schauspieler,Schauspielerin,aktör,aktris,gendered_pair,pending,
NeurIPS-RA-041,family,headmaster,headmistress,男校长,女校长,director,directora,Schulleiter,Schulleiterin,müdür,müdire,gendered_pair,pending,
NeurIPS-RA-042,family,salesman,saleswoman,男销售员,女销售员,vendedor,vendedora,Verkäufer,Verkäuferin,satıcı,satıcı,gendered_pair,pending,
NeurIPS-RA-043,family,author,authoress,男作家,女作家,autor,autora,Autor,Autorin,yazar,yazar,gendered_pair,pending,
NeurIPS-RA-044,family,poet,poetess,男诗人,女诗人,poeta,poetisa,Dichter,Dichterin,şair,şaire,gendered_pair,pending,
NeurIPS-RA-045,family,heir,heiress,继承人,女继承人,heredero,heredera,Erbe,Erbin,varis,varis,gendered_pair,pending,
NeurIPS-RA-046,family,usher,usherette,男引座员,女引座员,acomodador,acomodadora,Platzanweiser,Platzanweiserin,görevli,görevli,gendered_pair,pending,
NeurIPS-RA-047,family,postman,postwoman,邮递员,女邮递员,cartero,cartera,Postbote,Postbotin,postacı,postacı,gendered_pair,pending,
NeurIPS-RA-048,family,tailor,seamstress,裁缝,女裁缝,sastre,costurera,Schneider,Schneiderin,terzi,terzi,gendered_pair,pending,
NeurIPS-RA-049,family,shepherd,shepherdess,牧羊人,牧羊女,pastor,pastora,Schäfer,Schäferin,çoban,çoban,gendered_pair,pending,
NeurIPS-RA-050,family,wizard,witch,男巫,女巫,mago,bruja,Zauberer,Hexe,büyücü,cadı,gendered_pair,pending,
