relation_id,category,word1_en,word2_en,word1_zh,word2_zh,word1_es,word2_es,word1_de,word2_de,word1_tr,word2_tr,relation_type,verified,notes
NeurIPS-RA-087,opposite,high,low,高,低,alto,bajo,hoch,niedrig,yüksek,alçak,antonym,pending,
NeurIPS-RA-088,opposite,rich,poor,富,穷,rico,pobre,reich,arm,zengin,fakir,antonym,pending,
NeurIPS-RA-089,opposite,clean,dirty,干净,脏,limpio,sucio,sauber,schmutzig,temiz,kirli,antonym,pending,
NeurIPS-RA-090,opposite,dry,wet,干,湿,seco,mojado,trocken,nass,kuru,ıslak,antonym,pending,
NeurIPS-RA-091,opposite,long,short,长,短,largo,corto,lang,kurz,uzun,kısa,antonym,pending,
NeurIPS-RA-092,opposite,smooth,rough,光滑,粗糙,suave,áspero,glatt,rau,pürüzsüz,pürüzlü,antonym,pending,
NeurIPS-RA-093,opposite,sharp,dull,锋利,钝,afilado,desafilado,scharf,stumpf,keskin,kör,antonym,pending,
NeurIPS-RA-094,opposite,sweet,bitter,甜,苦,dulce,amargo,süß,bitter,tatlı,acı,antonym,pending,
NeurIPS-RA-095,opposite,happy,sad,快乐,悲伤,feliz,triste,glücklich,traurig,mutlu,üzgün,antonym,pending,
NeurIPS-RA-096,opposite,early,late,早,晚,temprano,tarde,früh,spät,erken,geç,antonym,pending,
NeurIPS-RA-097,opposite,near,far,近,远,cerca,lejos,nah,fern,yakın,uzak,antonym,pending,
NeurIPS-RA-098,opposite,empty,full,空,满,vacío,lleno,leer,voll,boş,dolu,antonym,pending,
NeurIPS-RA-099,opposite,open,closed,开,关,abierto,cerrado,offen,geschlossen,açık,kapalı,antonym,pending,
NeurIPS-RA-100,opposite,front,back,前,后,frente,atrás,vorne,hinten,ön,arka,antonym,pending,
NeurIPS-RA-101,opposite,inside,outside,里,外,dentro,fuera,innen,außen,içeri,dışarı,antonym,pending,
NeurIPS-RA-102,opposite,win,lose,赢,输,ganar,perder,gewinnen,verlieren,kazanmak,kaybetmek,antonym,pending,
NeurIPS-RA-103,opposite,love,hate,爱,恨,amor,odio,Liebe,Hass,sevgi,nefret,antonym,pending,
NeurIPS-RA-104,opposite,begin,end,开始,结束,comenzar,terminar,beginnen,enden,başlamak,bitmek,antonym,pending,
NeurIPS-RA-105,opposite,first,last,第一,最后,primero,último,erste,letzte,ilk,son,antonym,pending,
NeurIPS-RA-106,opposite,entrance,exit,入口,出口,entrada,salida,Eingang,Ausgang,giriş,çıkış,antonym,pending,
NeurIPS-RA-107,opposite,accept,reject,接受,拒绝,aceptar,rechazar,akzeptieren,ablehnen,kabul etmek,reddetmek,antonym,pending,
NeurIPS-RA-108,opposite,attack,defend,攻击,防守,atacar,defender,angreifen,verteidigen,saldırmak,savunmak,antonym,pending,
NeurIPS-RA-109,opposite,build,destroy,建造,破坏,construir,destruir,bauen,zerstören,inşa etmek,yıkmak,antonym,pending,
NeurIPS-RA-110,opposite,buy,sell,买,卖,comprar,vender,kaufen,verkaufen,satın almak,satmak,antonym,pending,
NeurIPS-RA-111,opposite,create,destroy,创造,毁灭,crear,destruir,erschaffen,zerstören,yaratmak,yok etmek,antonym,pending,
NeurIPS-RA-112,opposite,alive,dead,活,死,vivo,muerto,lebendig,tot,canlı,ölü,antonym,pending,
NeurIPS-RA-113,opposite,light,heavy,轻,重,ligero,pesado,leicht,schwer,hafif,ağır,antonym,pending,
NeurIPS-RA-114,opposite,increase,decrease,增加,减少,aumentar,disminuir,erhöhen,verringern,artırmak,azaltmak,antonym,pending,
NeurIPS-RA-115,opposite,expand,contract,扩张,收缩,expandir,contraer,expandieren,kontrahieren,genişlemek,büzülmek,antonym,pending,
NeurIPS-RA-116,opposite,rise,fall,上升,下降,subir,bajar,steigen,fallen,yükselmek,düşmek,antonym,pending,
NeurIPS-RA-117,opposite,enter,exit,进入,退出,entrar,salir,eintreten,austreten,girmek,çıkmak,antonym,pending,
NeurIPS-RA-118,opposite,push,pull,推,拉,empujar,jalar,schieben,ziehen,itmek,çekmek,antonym,pending,
NeurIPS-RA-119,opposite,send,receive,发送,接收,enviar,recibir,senden,empfangen,göndermek,almak,antonym,pending,
NeurIPS-RA-120,opposite,give,take,给,拿,dar,tomar,geben,nehmen,vermek,almak,antonym,pending,
