relation_id,category,word1_en,word2_en,word1_zh,word2_zh,word1_es,word2_es,word1_de,word2_de,word1_tr,word2_tr,relation_type,verified,notes
NeurIPS-RA-148,hierarchical,lieutenant,colonel,中尉,上校,teniente,coronel,Leutnant,Oberst,teğmen,albay,military_hierarchy,pending,
NeurIPS-RA-149,hierarchical,worker,foreman,工人,工头,trabajador,capataz,Arbeiter,Vorarbeiter,işçi,ustabaşı,industrial_hierarchy,pending,
NeurIPS-RA-150,hierarchical,junior,senior,初级,高级,júnior,sénior,Junior,Senior,genç,kıdemli,rank_hierarchy,pending,
NeurIPS-RA-151,hierarchical,trainee,mentor,学员,导师,aprendiz,mentor,Auszubildender,Mentor,kursiy,mentor,training_hierarchy,pending,
NeurIPS-RA-152,hierarchical,member,chairman,成员,主席,miembro,presidente,Mitglied,Vorsitzender,üye,başkan,organizational_hierarchy,pending,
NeurIPS-RA-153,hierarchical,disciple,master,弟子,大师,discípulo,maestro,Schüler,Meister,mürit,usta,spiritual_hierarchy,pending,
NeurIPS-RA-154,hierarchical,rookie,veteran,新人,老手,novato,veterano,Neuling,Veteran,çaylak,emektar,experience_hierarchy,pending,
NeurIPS-RA-155,hierarchical,page,knight,侍从,骑士,paje,caballero,Page,Ritter,kılavuz,şövalye,medieval_hierarchy,pending,
NeurIPS-RA-156,hierarchical,squire,knight,侍从骑士,骑士,escudero,caballero,Knappe,Ritter,yardakçı,şövalye,medieval_hierarchy,pending,
NeurIPS-RA-157,hierarchical,peasant,noble,农民,贵族,campesino,noble,Bauer,Adliger,köylü,soylu,feudal_hierarchy,pending,
NeurIPS-RA-158,hierarchical,slave,master,奴隶,主人,esclavo,amo,Sklave,Herr,köle,efendi,slavery_hierarchy,pending,
NeurIPS-RA-159,hierarchical,serf,lord,农奴,领主,siervo,señor,Leibeigener,Herr,serf,lord,feudal_hierarchy,pending,
NeurIPS-RA-160,hierarchical,pupil,mentor,学生,导师,pupilo,mentor,Schüler,Mentor,öğrenci,mentor,education_hierarchy,pending,
NeurIPS-RA-161,hierarchical,subordinate,superior,下属,上司,subordinado,superior,Untergebener,Vorgesetzter,ast,üst,corporate_hierarchy,pending,
NeurIPS-RA-162,hierarchical,recruit,officer,新兵,军官,recluta,oficial,Rekrut,Offizier,acemi,subay,military_hierarchy,pending,
NeurIPS-RA-163,hierarchical,deputy,sheriff,副手,警长,diputado,sheriff,Stellvertreter,Sheriff,yardımcı,şerif,law_enforcement_hierarchy,pending,
NeurIPS-RA-164,hierarchical,acolyte,bishop,侍祭,主教,acólito,obispo,Messdiener,Bischof,mihraptar,piskopos,religious_hierarchy,pending,
NeurIPS-RA-165,hierarchical,monk,abbot,僧侣,修道院院长,monje,abad,Mönch,Abt,keşiş,başrahip,religious_hierarchy,pending,
NeurIPS-RA-166,hierarchical,deacon,archbishop,执事,大主教,diácono,arzobispo,Diakon,Erzbischof,diyakoz,başpiskopos,religious_hierarchy,pending,
NeurIPS-RA-167,hierarchical,representative,senator,代表,参议员,representante,senador,Abgeordneter,Senator,temsilci,senatör,political_hierarchy,pending,
NeurIPS-RA-168,hierarchical,clerk,magistrate,书记员,治安法官,secretario,magistrado,Schreiber,Magistrat,katip,hakim,judicial_hierarchy,pending,
NeurIPS-RA-169,hierarchical,attendant,physician,助理,医生,asistente,médico,Pfleger,Arzt,görevli,hekim,medical_hierarchy,pending,
NeurIPS-RA-170,hierarchical,nurse,surgeon,护士,外科医生,enfermera,cirujano,Krankenschwester,Chirurg,hemşire,cerrah,medical_hierarchy,pending,
NeurIPS-RA-171,hierarchical,waiter,chef,服务员,厨师,camarero,chef,Kellner,Chefkoch,garson,şef,restaurant_hierarchy,pending,
NeurIPS-RA-172,hierarchical,crew,pilot,机组人员,飞行员,tripulación,piloto,Besatzung,Pilot,mürettebat,pilot,aviation_hierarchy,pending,
NeurIPS-RA-173,hierarchical,shopkeeper,merchant,店主,商人,tendero,comerciante,Ladenbesitzer,Händler,dükkancı,tüccar,commerce_hierarchy,pending,
NeurIPS-RA-174,hierarchical,laborer,contractor,劳工,承包商,obrero,contratista,Arbeiter,Unternehmer,işçi,müteahhit,construction_hierarchy,pending,
NeurIPS-RA-175,hierarchical,analyst,executive,分析师,高管,analista,ejecutivo,Analyst,Führungskraft,analist,yönetici,corporate_hierarchy,pending,
