relation_id,category,word1_en,word2_en,word1_zh,word2_zh,word1_es,word2_es,word1_de,word2_de,word1_tr,word2_tr,relation_type,verified,notes
NeurIPS-RA-171,part_whole,lung,body,肺,身体,pulmón,cuerpo,Lunge,Körper,akciğer,vücut,body_part,pending,
NeurIPS-RA-172,part_whole,root,tree,树根,树,raíz,árbol,Wurzel,Baum,kök,ağaç,botanical_part,pending,
NeurIPS-RA-173,part_whole,trunk,tree,树干,树,tronco,árbol,Stamm,Baum,gövde,ağaç,botanical_part,pending,
NeurIPS-RA-174,part_whole,stem,flower,茎,花,tallo,flor,Stiel,Blume,sap,çiçek,botanical_part,pending,
NeurIPS-RA-175,part_whole,peel,fruit,果皮,水果,cáscara,fruta,Schale,Frucht,kabuk,meyve,botanical_part,pending,
NeurIPS-RA-176,part_whole,grain,rice,米粒,稻谷,grano,arroz,Korn,Reis,tane,pirinç,botanical_part,pending,
NeurIPS-RA-177,part_whole,door,building,门,建筑,puerta,edificio,Tür,Gebäude,kapı,bina,architectural_part,pending,
NeurIPS-RA-178,part_whole,roof,building,屋顶,建筑,techo,edificio,Dach,Gebäude,çatı,bina,architectural_part,pending,
NeurIPS-RA-179,part_whole,wall,room,墙,房间,pared,habitación,Wand,Zimmer,duvar,oda,architectural_part,pending,
NeurIPS-RA-180,part_whole,floor,building,地板,建筑,piso,edificio,Boden,Gebäude,zemin,bina,architectural_part,pending,
NeurIPS-RA-181,part_whole,stair,building,楼梯,建筑,escalera,edificio,Treppe,Gebäude,merdiven,bina,architectural_part,pending,
NeurIPS-RA-182,part_whole,gear,machine,齿轮,机器,engranaje,máquina,Zahnrad,Maschine,dişli,makine,mechanical_part,pending,
NeurIPS-RA-183,part_whole,bolt,machine,螺栓,机器,perno,máquina,Bolzen,Maschine,cıvata,makine,mechanical_part,pending,
NeurIPS-RA-184,part_whole,lens,camera,镜头,相机,lente,cámara,Linse,Kamera,lens,kamera,mechanical_part,pending,
NeurIPS-RA-185,part_whole,screen,computer,屏幕,电脑,pantalla,computadora,Bildschirm,Computer,ekran,bilgisayar,mechanical_part,pending,
NeurIPS-RA-186,part_whole,keyboard,computer,键盘,电脑,teclado,computadora,Tastatur,Computer,klavye,bilgisayar,mechanical_part,pending,
NeurIPS-RA-187,part_whole,letter,alphabet,字母,字母表,letra,alfabeto,Buchstabe,Alphabet,harf,alfabe,linguistic_part,pending,
NeurIPS-RA-188,part_whole,paragraph,essay,段落,文章,párrafo,ensayo,Absatz,Aufsatz,paragraf,deneme,document_part,pending,
NeurIPS-RA-189,part_whole,verse,poem,诗句,诗,verso,poema,Vers,Gedicht,dize,şiir,document_part,pending,
NeurIPS-RA-190,part_whole,scene,play,场景,戏剧,escena,obra,Szene,Theaterstück,sahne,oyun,theatrical_part,pending,
NeurIPS-RA-191,part_whole,act,play,幕,戏剧,acto,obra,Akt,Theaterstück,perde,oyun,theatrical_part,pending,
NeurIPS-RA-192,part_whole,note,melody,音符,旋律,nota,melodía,Note,Melodie,nota,melodi,musical_part,pending,
NeurIPS-RA-193,part_whole,chord,song,和弦,歌曲,acorde,canción,Akkord,Lied,akor,şarkı,musical_part,pending,
NeurIPS-RA-194,part_whole,pixel,image,像素,图像,píxel,imagen,Pixel,Bild,piksel,resim,digital_part,pending,
NeurIPS-RA-195,part_whole,bit,byte,比特,字节,bit,byte,Bit,Byte,bit,bayt,digital_part,pending,
